file,row_index,target_value,value_type,data_Marital status,data_Application mode,data_Application order,data_Course,data_Daytime/evening attendance	,data_Previous qualification,data_Previous qualification (grade),data_Nacionality,data_Mother's qualification,data_Father's qualification,data_Mother's occupation,data_Father's occupation,data_Admission grade,data_Displaced,data_Educational special needs,data_Debtor,data_Tuition fees up to date,data_Gender,data_Scholarship holder,data_Age at enrollment,data_International,data_Curricular units 1st sem (credited),data_Curricular units 1st sem (enrolled),data_Curricular units 1st sem (evaluations),data_Curricular units 1st sem (approved),data_Curricular units 1st sem (grade),data_Curricular units 1st sem (without evaluations),data_Curricular units 2nd sem (credited),data_Curricular units 2nd sem (enrolled),data_Curricular units 2nd sem (evaluations),data_Curricular units 2nd sem (approved),data_Curricular units 2nd sem (grade),data_Curricular units 2nd sem (without evaluations),data_Unemployment rate,data_Inflation rate,data_GDP,data_Target,data_First_Sem_Success_Rate,data_Second_Sem_Success_Rate
train_cleaned.csv,1091,0.0,float64,1,1,1.0,8378.5,1,1,162.5,1,5,3,3.0,3.0,157.9,0,0,0,1,0,0,18,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,13.9,-0.3,0.79,Graduate,0.0,0.0
train_cleaned.csv,1092,0.0,float64,1,17,1.0,8378.5,1,1,143.0,1,19,37,5.0,9.0,156.3,1,0,0,1,1,1,19,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,11.1,0.6,2.02,Graduate,0.0,0.0
train_cleaned.csv,1103,0.0,float64,1,39,2.0,9003.0,1,1,133.1,1,38,19,4.0,1.0,110.0,0,0,0,1,1,0,32,0,0,8,12,2.0,11.5,0,0,7,9,0,6.9375,0,15.5,2.8,-4.06,Dropout,0.2499996875003906,0.0
train_cleaned.csv,1106,0.0,float64,1,43,1.0,9147.0,1,1,122.0,1,1,38,1.0,7.0,118.9,0,0,0,1,1,0,21,0,0,5,11,2.0,10.5,0,0,5,13,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.3999992000016,0.0
train_cleaned.csv,1108,0.0,float64,1,17,1.0,9119.0,1,1,130.0,1,38,19,7.0,3.0,119.9,1,0,0,1,1,0,20,0,0,5,5,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,9.4,-0.8,-3.12,Dropout,0.0,0.0
train_cleaned.csv,1109,0.0,float64,1,39,1.0,9085.0,1,1,160.0,1,3,39,2.0,3.0,160.55,0,0,0,1,0,0,26,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1112,0.0,float64,1,1,1.0,9070.0,1,1,124.0,1,19,19,9.0,7.0,113.9,1,0,0,1,1,0,18,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,12.4,0.5,1.79,Dropout,0.0,0.0
train_cleaned.csv,1117,0.0,float64,1,1,1.0,8378.5,1,1,126.0,1,34,34,0.0,0.0,142.4,0,0,0,1,0,0,32,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1121,0.0,float64,1,39,2.0,9147.0,1,1,133.1,1,19,38,9.0,9.0,120.0,1,0,0,1,1,0,28,0,0,5,5,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,9.4,-0.8,-3.12,Dropout,0.0,0.0
train_cleaned.csv,1133,0.0,float64,1,39,1.0,9991.0,1,1,133.1,1,38,38,16.5,16.5,121.7,1,0,0,1,1,0,34,0,0,5,5,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1135,0.0,float64,1,43,1.0,9003.0,1,1,120.0,1,3,3,1.0,2.0,115.0,0,0,0,1,1,0,22,0,0,6,12,0.0,7.401499999999999,0,0,6,10,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.0,0.0
train_cleaned.csv,1145,0.0,float64,1,17,1.0,9119.0,1,1,127.0,1,19,1,4.0,5.0,115.8,0,0,0,1,1,0,20,0,0,5,10,4.0,11.5,0,0,5,11,0,6.9375,0,13.9,-0.3,0.79,Enrolled,0.7999984000032001,0.0
train_cleaned.csv,1150,0.0,float64,1,17,3.5,8378.5,1,1,102.5,1,19,19,16.5,16.5,107.0,0,0,0,1,0,0,34,0,0,5,12,1.0,10.0,0,0,5,10,0,6.9375,0,10.8,1.4,1.74,Dropout,0.1999996000008,0.0
train_cleaned.csv,1153,0.0,float64,1,39,1.0,9085.0,1,1,110.0,1,37,37,16.5,16.5,110.0,0,0,0,1,1,0,29,0,0,5,5,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1157,0.0,float64,1,39,1.0,9991.0,1,1,110.0,1,37,37,9.0,9.0,139.0,0,0,0,1,1,0,34,0,0,5,0,0.0,7.401499999999999,0,0,5,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1159,0.0,float64,1,1,1.0,8378.5,1,1,136.0,1,19,19,4.0,8.0,150.4,1,0,0,1,1,1,21,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,12.4,0.5,1.79,Graduate,0.0,0.0
train_cleaned.csv,1164,0.0,float64,1,1,1.0,9238.0,1,1,133.1,1,19,1,1.0,3.0,101.0,0,0,0,1,0,0,21,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,15.5,2.8,-4.06,Dropout,0.0,0.0
train_cleaned.csv,1166,0.0,float64,1,17,2.0,9254.0,1,1,143.0,1,1,19,4.0,6.0,135.0,0,0,0,1,0,0,20,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,11.1,0.6,2.02,Dropout,0.0,0.0
train_cleaned.csv,1172,0.0,float64,1,1,2.0,8378.5,1,1,117.0,1,38,38,4.0,9.0,120.2,1,0,0,1,1,0,19,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,7.6,2.6,0.32,Graduate,0.0,0.0
train_cleaned.csv,1178,0.0,float64,1,39,1.0,8378.5,1,1,133.1,1,37,37,9.0,9.0,95.0,0,0,0,1,0,0,34,0,0,6,11,0.0,7.401499999999999,0,0,5,6,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1179,0.0,float64,1,39,1.0,9991.0,1,1,102.5,1,37,37,1.0,1.0,160.55,0,0,0,1,1,0,34,0,0,5,7,0.0,7.401499999999999,0,0,5,7,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.0,0.0
train_cleaned.csv,1181,0.0,float64,1,1,1.0,8378.5,1,1,133.1,1,1,37,9.0,9.0,117.0,0,0,0,1,1,0,19,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,15.5,2.8,-4.06,Enrolled,0.0,0.0
train_cleaned.csv,1185,0.0,float64,1,39,2.0,9147.0,1,1,133.1,1,37,37,9.0,7.0,116.4,0,0,0,1,1,0,34,0,0,5,5,0.0,7.401499999999999,0,0,5,9,0,6.9375,0,10.8,1.4,1.74,Dropout,0.0,0.0
train_cleaned.csv,1195,0.0,float64,1,39,1.0,8378.5,1,1,102.5,1,37,37,16.5,16.5,100.0,0,0,0,1,0,0,34,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1201,0.0,float64,1,17,1.0,8378.5,1,1,142.0,1,37,37,9.0,9.0,132.9,0,0,0,1,1,0,22,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,12.7,3.7,-1.7,Graduate,0.0,0.0
train_cleaned.csv,1215,0.0,float64,1,44,1.0,9085.0,1,1,110.0,1,3,5,2.0,2.0,110.0,0,0,0,1,1,0,23,0,0,6,16,0.0,7.401499999999999,0,0,6,6,0,6.9375,0,13.9,-0.3,0.79,Dropout,0.0,0.0
train_cleaned.csv,1221,0.0,float64,1,18,1.0,9147.0,1,1,147.0,1,19,1,9.0,7.0,139.3,1,0,0,1,1,0,20,0,0,5,0,0.0,7.401499999999999,0,0,5,0,0,6.9375,0,12.4,0.5,1.79,Dropout,0.0,0.0
train_cleaned.csv,1248,0.0,float64,1,39,2.0,9147.0,1,1,133.1,1,38,19,4.0,10.0,116.3,0,0,0,1,1,0,32,0,0,5,5,0.0,7.401499999999999,0,0,5,9,0,6.9375,0,10.8,1.4,1.74,Dropout,0.0,0.0
train_cleaned.csv,1249,0.0,float64,1,39,1.0,8378.5,1,1,133.1,1,34,34,16.5,16.5,116.0,0,0,0,1,0,0,34,0,0,6,13,4.0,11.25,0,0,6,12,0,6.9375,0,10.8,1.4,1.74,Dropout,0.6666655555574075,0.0
train_cleaned.csv,1250,0.0,float64,1,1,1.0,8378.5,1,1,140.0,1,37,37,7.0,9.0,126.8,1,0,0,1,0,1,18,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1256,0.0,float64,1,1,1.0,9556.0,1,1,162.5,1,5,3,1.0,1.0,160.55,1,0,0,1,0,0,18,0,0,7,8,4.0,12.0,0,0,8,8,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.571427755103207,0.0
train_cleaned.csv,1258,0.0,float64,1,18,3.0,9254.0,1,1,121.0,1,19,19,9.0,6.0,125.9,1,0,0,1,1,0,18,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,13.9,-0.3,0.79,Dropout,0.0,0.0
train_cleaned.csv,1261,0.0,float64,1,1,1.0,9991.0,1,1,131.0,1,19,37,9.0,9.0,118.4,1,0,0,1,0,0,20,0,0,5,10,0.0,7.401499999999999,0,0,5,10,0,6.9375,0,7.6,2.6,0.32,Enrolled,0.0,0.0
train_cleaned.csv,1269,0.0,float64,1,39,1.0,9003.0,1,1,102.5,1,1,3,9.0,10.0,120.0,0,0,0,1,1,0,34,0,0,7,14,4.0,12.0,0,0,6,16,0,6.9375,0,15.5,2.8,-4.06,Dropout,0.571427755103207,0.0
train_cleaned.csv,1275,0.0,float64,1,1,1.0,9773.0,1,1,127.0,1,19,37,9.0,3.0,120.7,1,0,0,1,0,0,20,0,0,6,6,5.0,13.2,0,0,6,7,0,6.9375,0,15.5,2.8,-4.06,Dropout,0.8333319444467593,0.0
train_cleaned.csv,1277,0.0,float64,1,51,1.0,9853.0,1,1,130.0,1,37,37,7.0,8.0,120.3,0,0,0,1,0,0,34,0,0,7,7,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1279,0.0,float64,1,7,1.0,9130.0,1,1,140.0,1,2,38,2.0,3.0,140.0,1,0,0,1,1,0,18,0,0,5,7,2.0,13.0,0,0,5,5,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.3999992000016,0.0
train_cleaned.csv,1285,0.0,float64,1,17,3.0,9853.0,1,1,133.1,1,34,34,0.0,0.0,115.0,0,0,0,1,0,0,18,0,0,6,10,2.0,10.5,0,0,6,13,0,6.9375,0,7.6,2.6,0.32,Dropout,0.3333327777787037,0.0
train_cleaned.csv,1286,0.0,float64,1,1,2.0,9238.0,1,1,117.0,1,19,1,9.0,8.0,110.0,1,0,0,1,0,0,18,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,11.1,0.6,2.02,Dropout,0.0,0.0
train_cleaned.csv,1291,0.0,float64,1,18,3.0,9853.0,1,1,128.0,1,38,37,5.0,9.0,116.8,1,0,0,1,1,0,19,0,0,6,10,4.0,12.0,0,0,6,12,0,6.9375,0,10.8,1.4,1.74,Dropout,0.6666655555574075,0.0
train_cleaned.csv,1296,0.0,float64,1,1,1.0,8378.5,1,1,151.0,1,37,37,9.0,7.0,147.5,1,0,0,1,0,0,18,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,7.6,2.6,0.32,Graduate,0.0,0.0
train_cleaned.csv,1303,0.0,float64,1,39,1.0,9991.0,1,1,133.1,1,37,37,16.5,8.0,128.2,0,0,0,1,0,0,33,0,0,5,0,0.0,7.401499999999999,0,0,5,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1312,0.0,float64,1,39,1.0,9670.0,1,1,140.0,1,38,37,7.0,7.0,105.2,0,0,0,1,1,0,29,0,0,6,7,1.0,14.0,0,0,6,6,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.1666663888893518,0.0
train_cleaned.csv,1313,0.0,float64,1,17,1.0,9500.0,1,1,131.0,1,19,37,9.0,9.0,123.8,1,0,0,1,0,0,19,0,0,7,0,0.0,7.401499999999999,0,0,8,0,0,6.9375,0,15.5,2.8,-4.06,Dropout,0.0,0.0
train_cleaned.csv,1314,0.0,float64,1,44,1.0,9853.0,1,1,150.0,1,3,37,2.0,7.0,150.0,0,0,0,1,0,0,19,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,12.4,0.5,1.79,Dropout,0.0,0.0
train_cleaned.csv,1319,0.0,float64,1,17,1.0,8378.5,1,1,130.0,1,3,1,9.0,9.0,126.9,1,0,0,1,0,0,20,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1326,0.0,float64,1,1,1.0,8378.5,1,1,159.0,1,3,3,2.0,2.0,160.55,1,0,0,1,1,0,18,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,9.4,-0.8,-3.12,Dropout,0.0,0.0
train_cleaned.csv,1329,0.0,float64,1,39,1.0,8378.5,1,1,102.5,1,37,37,9.0,9.0,139.0,0,0,0,1,1,0,34,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,10.8,1.4,1.74,Dropout,0.0,0.0
train_cleaned.csv,1330,0.0,float64,1,7,1.0,9119.0,1,1,150.0,1,3,2,2.0,2.0,150.0,0,0,0,1,0,0,34,0,0,5,0,0.0,7.401499999999999,0,0,5,0,0,6.9375,0,13.9,-0.3,0.79,Dropout,0.0,0.0
train_cleaned.csv,1332,0.0,float64,1,1,3.5,9500.0,1,1,119.0,1,1,1,4.0,4.0,115.0,1,0,0,1,1,1,20,0,0,7,14,1.0,13.0,0,0,7,15,0,6.9375,0,11.1,0.6,2.02,Dropout,0.1428569387758017,0.0
train_cleaned.csv,1333,0.0,float64,1,7,1.0,9003.0,1,1,130.0,1,38,37,5.0,6.0,130.0,0,0,0,1,0,0,32,0,0,6,7,0.0,7.401499999999999,0,0,6,6,0,6.9375,0,12.4,0.5,1.79,Dropout,0.0,0.0
train_cleaned.csv,1337,0.0,float64,1,39,1.0,8378.5,1,1,133.1,1,1,1,4.0,4.0,107.5,0,0,0,1,1,0,29,0,0,6,6,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1344,0.0,float64,1,1,1.0,9853.0,1,1,133.1,1,34,34,0.0,0.0,142.8,0,0,0,1,1,0,20,0,0,6,12,0.0,7.401499999999999,0,0,6,12,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1345,0.0,float64,1,39,1.0,9119.0,1,1,133.1,1,34,37,0.0,0.0,128.8,1,0,0,1,1,0,34,0,0,5,0,0.0,7.401499999999999,0,0,5,0,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1353,0.0,float64,1,39,1.0,9991.0,1,1,110.0,1,34,34,0.0,0.0,114.6,1,0,0,1,0,0,34,0,0,5,5,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1359,0.0,float64,1,39,1.0,9991.0,1,1,133.1,1,34,34,0.0,0.0,118.4,0,0,0,1,0,0,34,0,0,5,5,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1366,0.0,float64,1,1,2.0,9773.0,1,1,144.0,1,3,3,3.0,2.0,140.2,1,0,0,1,0,0,20,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.0,0.0
train_cleaned.csv,1369,0.0,float64,1,18,3.0,9070.0,1,1,142.0,1,1,37,4.0,7.0,130.8,1,0,0,1,1,0,19,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1370,0.0,float64,1,7,1.0,9147.0,1,1,140.0,1,37,37,9.0,9.0,140.0,0,0,0,1,0,0,23,0,0,5,0,0.0,7.401499999999999,0,0,5,0,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1373,0.0,float64,1,39,1.0,9991.0,1,1,133.1,1,37,34,16.5,16.5,110.7,1,0,0,1,0,0,34,0,0,5,0,0.0,7.401499999999999,0,0,5,0,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1381,0.0,float64,1,39,1.0,8378.5,1,1,102.5,1,38,37,9.0,8.0,100.0,0,0,0,1,1,0,34,0,0,7,16,3.0,11.25,0,0,7,7,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.4285708163274053,0.0
train_cleaned.csv,1383,0.0,float64,1,39,1.0,9853.0,1,1,140.0,1,19,1,9.0,4.0,128.2,0,0,0,1,0,0,30,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1388,0.0,float64,1,39,1.0,9238.0,1,1,162.5,1,19,38,8.0,8.0,159.5,0,0,0,1,1,0,33,0,0,6,6,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1393,0.0,float64,1,1,2.0,9556.0,1,1,133.1,1,19,19,9.0,9.0,104.5,1,0,0,1,0,0,21,0,0,2,2,2.0,12.5,0,0,7,0,0,6.9375,0,12.4,0.5,1.79,Dropout,0.999995000025,0.0
train_cleaned.csv,1397,0.0,float64,1,1,2.0,9773.0,1,1,108.0,1,38,38,7.0,7.0,115.0,1,0,0,1,0,0,20,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1398,0.0,float64,1,1,2.0,9147.0,1,1,130.0,1,37,38,7.0,9.0,117.8,0,0,0,1,0,1,19,0,0,5,11,2.0,11.5,0,0,5,10,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.3999992000016,0.0
train_cleaned.csv,1405,0.0,float64,1,1,1.0,8378.5,1,1,136.0,1,3,3,1.0,2.0,152.5,1,0,0,1,0,0,20,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,13.9,-0.3,0.79,Enrolled,0.0,0.0
train_cleaned.csv,1409,0.0,float64,1,17,1.0,9130.0,1,1,123.0,1,19,3,3.0,2.0,121.6,1,0,0,1,0,1,19,0,0,5,7,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1412,0.0,float64,1,39,1.0,9254.0,1,1,140.0,1,38,37,9.0,9.0,112.0,0,0,0,1,0,0,34,0,0,10,12,5.0,12.166666666666666,0,0,8,8,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.4999995000005,0.0
train_cleaned.csv,1417,0.0,float64,1,39,1.0,9500.0,1,1,133.1,1,1,19,4.0,10.0,111.8,1,0,0,1,0,0,27,0,0,7,0,0.0,7.401499999999999,0,0,8,0,0,6.9375,0,11.1,0.6,2.02,Dropout,0.0,0.0
train_cleaned.csv,1426,0.0,float64,1,1,1.0,9254.0,1,1,133.0,1,19,9,0.0,0.0,121.5,1,0,0,1,0,1,20,0,0,6,12,0.0,7.401499999999999,0,0,6,12,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1430,0.0,float64,1,39,1.0,9991.0,1,1,133.1,1,2,1,2.0,4.0,100.0,0,0,0,1,1,0,24,0,0,5,7,0.0,7.401499999999999,0,0,5,7,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.0,0.0
train_cleaned.csv,1440,0.0,float64,1,5,1.0,8378.5,1,1,137.0,1,3,19,1.0,10.0,144.7,1,0,0,1,1,0,20,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,16.2,0.3,-0.92,Enrolled,0.0,0.0
train_cleaned.csv,1441,0.0,float64,1,44,1.0,9003.0,1,1,120.0,1,38,19,3.0,5.0,120.0,0,0,0,1,1,0,23,0,0,6,6,0.0,7.401499999999999,0,0,6,8,0,6.9375,0,15.5,2.8,-4.06,Enrolled,0.0,0.0
train_cleaned.csv,1445,0.0,float64,1,17,3.0,9254.0,1,1,114.0,1,38,3,9.0,3.0,127.3,1,0,0,1,0,0,20,0,0,6,14,3.0,12.333333333333334,0,0,6,16,0,6.9375,0,10.8,1.4,1.74,Dropout,0.4999991666680556,0.0
train_cleaned.csv,1453,0.0,float64,1,39,1.0,9085.0,1,1,140.0,1,37,19,16.5,16.5,129.3,1,0,0,1,0,0,28,0,0,6,16,0.0,7.401499999999999,0,0,6,6,0,6.9375,0,8.9,1.4,3.51,Enrolled,0.0,0.0
train_cleaned.csv,1457,0.0,float64,1,1,1.0,8378.5,1,1,127.0,1,37,38,9.0,9.0,120.7,1,0,0,1,1,0,18,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1468,0.0,float64,1,39,1.0,9254.0,1,1,102.5,1,3,19,3.0,5.0,115.0,0,0,0,1,1,0,24,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,11.1,0.6,2.02,Dropout,0.0,0.0
train_cleaned.csv,1484,0.0,float64,1,1,1.0,8378.5,1,1,124.0,1,3,3,2.0,2.0,119.1,1,0,0,1,1,0,18,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,16.2,0.3,-0.92,Dropout,0.0,0.0
train_cleaned.csv,1488,0.0,float64,1,17,3.5,9254.0,1,1,121.0,1,1,19,4.0,7.0,116.5,1,0,0,1,1,0,18,0,0,6,12,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,9.4,-0.8,-3.12,Dropout,0.0,0.0
train_cleaned.csv,1490,0.0,float64,1,42,1.0,8378.5,1,1,132.0,1,1,1,1.0,4.0,132.0,1,0,0,1,0,0,19,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,12.7,3.7,-1.7,Dropout,0.0,0.0
train_cleaned.csv,1502,0.0,float64,1,17,1.0,9085.0,1,1,130.0,1,19,1,9.0,4.0,101.3,1,0,0,1,1,0,20,0,0,6,12,4.0,12.8,0,0,6,16,0,6.9375,0,12.4,0.5,1.79,Dropout,0.6666655555574075,0.0
train_cleaned.csv,1503,0.0,float64,1,1,2.0,9238.0,1,1,145.0,1,1,19,4.0,8.0,121.4,0,0,0,1,0,0,20,0,0,6,13,0.0,7.401499999999999,0,0,5,11,0,6.9375,0,9.4,-0.8,-3.12,Enrolled,0.0,0.0
train_cleaned.csv,1520,0.0,float64,1,18,3.5,8378.5,1,1,133.0,1,1,4,9.0,5.0,129.2,1,0,0,1,1,0,20,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,9.4,-0.8,-3.12,Dropout,0.0,0.0
train_cleaned.csv,1537,0.0,float64,1,17,1.0,9773.0,1,1,128.0,1,19,38,5.0,7.0,125.6,1,0,0,1,1,0,19,0,0,6,6,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1538,0.0,float64,1,17,2.0,9254.0,1,1,115.0,1,19,19,9.0,7.0,113.3,1,0,0,1,0,0,21,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,11.1,0.6,2.02,Dropout,0.0,0.0
train_cleaned.csv,1539,0.0,float64,1,43,1.0,9670.0,1,1,139.0,1,3,19,3.0,5.0,120.8,0,0,0,1,0,0,19,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,15.5,2.8,-4.06,Dropout,0.0,0.0
train_cleaned.csv,1547,0.0,float64,1,39,1.0,9853.0,1,1,133.1,1,37,34,0.0,0.0,115.5,0,0,0,1,0,0,34,0,0,6,12,3.0,12.666666666666666,0,0,6,14,0,6.9375,0,7.6,2.6,0.32,Dropout,0.4999991666680556,0.0
train_cleaned.csv,1560,0.0,float64,1,39,1.0,9147.0,1,1,140.0,1,12,3,4.0,3.0,118.0,1,0,0,1,0,0,24,0,0,5,5,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1563,0.0,float64,1,43,2.0,9147.0,1,1,160.0,1,37,37,9.0,9.0,96.0,0,0,0,1,0,0,29,0,0,5,7,3.0,12.333333333333334,0,0,5,8,0,6.9375,0,10.8,1.4,1.74,Dropout,0.5999988000024,0.0
train_cleaned.csv,1567,0.0,float64,1,39,1.0,9119.0,1,1,110.0,1,37,37,9.0,9.0,106.8,0,0,0,1,1,0,34,0,0,5,8,1.0,10.0,0,0,5,9,0,6.9375,0,8.9,1.4,3.51,Dropout,0.1999996000008,0.0
train_cleaned.csv,1578,0.0,float64,1,1,3.5,8378.5,1,1,134.0,1,19,37,5.0,5.0,126.0,1,0,0,1,0,1,18,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,9.4,-0.8,-3.12,Graduate,0.0,0.0
train_cleaned.csv,1579,0.0,float64,1,1,2.0,8378.5,1,1,120.0,1,3,19,4.0,7.0,119.7,1,0,0,1,0,0,21,0,0,2,0,0.0,7.401499999999999,0,0,2,0,0,6.9375,0,8.9,1.4,3.51,Dropout,0.0,0.0
train_cleaned.csv,1581,0.0,float64,1,44,1.0,9003.0,1,1,150.0,1,3,19,2.0,6.0,150.0,0,0,0,1,1,0,20,0,0,6,6,0.0,7.401499999999999,0,0,6,8,0,6.9375,0,15.5,2.8,-4.06,Dropout,0.0,0.0
train_cleaned.csv,1593,0.0,float64,1,17,3.5,9773.0,1,1,131.0,1,34,34,0.0,0.0,129.3,0,0,0,1,1,0,18,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1595,0.0,float64,1,1,1.0,9773.0,1,1,127.0,1,37,37,9.0,8.0,123.2,1,0,0,1,0,0,18,0,0,6,12,1.0,11.0,0,0,6,12,0,6.9375,0,9.4,-0.8,-3.12,Enrolled,0.1666663888893518,0.0
train_cleaned.csv,1596,0.0,float64,1,18,2.0,9238.0,1,1,140.0,1,37,37,9.0,10.0,120.4,0,0,0,1,0,0,34,0,0,6,0,0.0,7.401499999999999,0,0,6,0,0,6.9375,0,9.4,-0.8,-3.12,Dropout,0.0,0.0
train_cleaned.csv,1597,0.0,float64,1,5,3.5,9119.0,1,1,115.0,1,19,37,4.0,6.0,113.3,1,0,0,1,1,0,23,0,0,5,7,0.0,7.401499999999999,0,0,5,5,0,6.9375,0,7.6,2.6,0.32,Dropout,0.0,0.0
train_cleaned.csv,1598,0.0,float64,1,7,1.0,9254.0,1,1,102.5,1,37,37,9.0,9.0,100.0,0,0,0,1,0,0,34,0,0,5,5,0.0,7.401499999999999,0,0,5,10,0,6.9375,0,10.8,1.4,1.74,Dropout,0.0,0.0
